1077364,3.7688543796539307,49
1072047,3.6986141204833984,43
1094709,3.596935987472534,36
1061115,3.2361435890197754,4
1087587,3.357069492340088,43
1070411,3.1871914863586426,21
1100977,3.404062032699585,27
1058517,3.2001638412475586,46
1058992,3.1741750240325928,0
1058478,3.1232080459594727,5
1074271,3.3031017780303955,6
1065851,3.5499658584594727,30
1066886,3.379056930541992,7
1098292,3.2641265392303467,7
1097861,3.490997076034546,39
1077714,3.1671805381774902,14
1082802,3.37506365776062,20
1089432,3.4130616188049316,18
1096439,3.3391036987304688,49
1074488,3.034255266189575,6
1057737,3.263129234313965,1
1072203,3.335087299346924,34
1073184,3.442025899887085,8
1052438,3.135199785232544,7
1066109,3.0802536010742188,46
1103052,3.237159490585327,10
1082385,3.340104818344116,45
1091874,3.274125337600708,23
1086915,3.12320876121521,18
1053197,2.9982802867889404,39
